,image.name,X.x,Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters.32,area,circularity,X.1,X.y,Count_Nuclei,ImageNumber,Texture_AngularSecondMoment_3_0,Texture_AngularSecondMoment_3_135,Texture_AngularSecondMoment_3_45,Texture_AngularSecondMoment_3_90,Texture_Contrast_3_0,Texture_Contrast_3_135,Texture_Contrast_3_45,Texture_Contrast_3_90,Texture_Correlation_3_0,Texture_Correlation_3_135,Texture_Correlation_3_45,Texture_Correlation_3_90,Texture_DifferenceEntropy_3_0,Texture_DifferenceEntropy_3_135,Texture_DifferenceEntropy_3_45,Texture_DifferenceEntropy_3_90,Texture_DifferenceVariance_3_0,Texture_DifferenceVariance_3_135,Texture_DifferenceVariance_3_45,Texture_DifferenceVariance_3_90,Texture_Entropy_3_0,Texture_Entropy_3_135,Texture_Entropy_3_45,Texture_Entropy_3_90,Texture_Gabor_3,Texture_InfoMeas1_3_0,Texture_InfoMeas1_3_135,Texture_InfoMeas1_3_45,Texture_InfoMeas1_3_90,Texture_InfoMeas2_3_0,Texture_InfoMeas2_3_135,Texture_InfoMeas2_3_45,Texture_InfoMeas2_3_90,Texture_InverseDifferenceMoment_3_0,Texture_InverseDifferenceMoment_3_135,Texture_InverseDifferenceMoment_3_45,Texture_InverseDifferenceMoment_3_90,Texture_SumAverage_3_0,Texture_SumAverage_3_135,Texture_SumAverage_3_45,Texture_SumAverage_3_90,Texture_SumEntropy_3_0,Texture_SumEntropy_3_135,Texture_SumEntropy_3_45,Texture_SumEntropy_3_90,Texture_SumVariance_3_0,Texture_SumVariance_3_135,Texture_SumVariance_3_45,Texture_SumVariance_3_90,Texture_Variance_3_0,Texture_Variance_3_135,Texture_Variance_3_45,Texture_Variance_3_90,classification
966,P9 B12-16205-18441,1050,30968,45888,2.953338623,4.376220703,280,0.256880734,81.325,0.077345265,503,503,72,23,0.622879476,0.612233388,0.606649252,0.616453229,1.158887962,1.577331475,1.765802573,1.306327857,0.83443913,0.774788687,0.747879907,0.813799671,0.585117845,0.656740314,0.698883296,0.628725748,1.058417619,1.420680781,1.574442433,1.180825844,1.215206693,1.264107102,1.290039368,1.244854158,0.197052673,-0.45106205,-0.389098487,-0.35553402,-0.416018824,0.712523743,0.676098508,0.654376865,0.693038981,0.907701567,0.892309957,0.882702766,0.898137063,3.709275144,3.709843531,3.709843531,3.713830841,1.037125998,1.061665116,1.075171938,1.055005677,12.84051617,12.43017407,12.24170297,12.72508547,3.504726601,3.496976576,3.506755437,3.507842438,Non-Tumor
967,P9 B12-16776-15675,1051,36587,121830,3.489208221,11.6186142,118,0.108256881,78.80508475,0.111982874,504,504,31,24,0.505944592,0.500363507,0.495045301,0.50166709,0.639014294,0.836649748,1.049770682,0.788310709,0.934197989,0.913863742,0.891926992,0.918840882,0.467977515,0.53234298,0.563022069,0.516266475,0.596085794,0.772411227,0.964752316,0.729656851,1.315423653,1.359381721,1.383693213,1.349337025,0.05863001,-0.618481745,-0.57237643,-0.546377241,-0.583160959,0.832104303,0.814810349,0.804480012,0.819097136,0.931517763,0.91931001,0.913143466,0.92245869,4.727461588,4.727291041,4.727344761,4.727832701,1.189894489,1.211727669,1.227611093,1.205642603,18.78289027,18.58947267,18.37667649,18.63788972,4.852484982,4.857702645,4.851702552,4.854730784,Non-Tumor
968,P9 B12-16864-22190,1052,70909,85993,6.76240921,8.200931549,432,0.396330275,73.26851852,0.098389821,505,505,99,25,0.486186884,0.472929693,0.47160521,0.486301767,2.158346596,2.795667093,2.845588383,2.137451411,0.817387648,0.763547265,0.759330416,0.819062561,0.853884913,0.948591902,0.948468802,0.859754098,1.85036058,2.338455167,2.380151296,1.828511321,1.609237753,1.672446348,1.674551548,1.610445796,0.179710081,-0.368079911,-0.304523933,-0.302469257,-0.366719372,0.718565428,0.672183431,0.670497561,0.717511967,0.846941991,0.822816547,0.822680998,0.845420912,4.800513437,4.801842982,4.801933155,4.799153327,1.363845621,1.398288749,1.401992702,1.363404269,21.48017251,20.85100864,20.80166028,21.48895749,5.907386841,5.915190934,5.9109508,5.907875062,Non-Tumor
969,P9 B12-17951-15665,1053,29581,113231,2.821063995,10.79854965,122,0.111926606,80.95901639,0.076421447,506,506,56,26,0.477158013,0.469281267,0.467048883,0.475408529,0.686157107,0.904187383,0.968395334,0.657293516,0.92740388,0.90441115,0.897623206,0.930536961,0.507403206,0.607401149,0.63534309,0.558187163,0.634176994,0.818909249,0.871492949,0.597582808,1.456302541,1.522700414,1.541195866,1.482749123,0.119186427,-0.606727457,-0.544662727,-0.526655114,-0.582984353,0.84785835,0.824772834,0.817427397,0.839697341,0.92374131,0.903428955,0.897427417,0.912728611,4.76128451,4.765654843,4.765609756,4.767028151,1.308302118,1.339208918,1.347127626,1.320100317,18.21722142,18.01400615,17.9495737,18.26746464,4.726812465,4.731465139,4.733287929,4.734007873,Non-Tumor
970,P9 B12-18729-28478,1054,92952,150404,8.864593506,14.34364319,93,0.085321101,66.66666667,0.10115293,507,507,126,27,0.222340587,0.220712541,0.200244027,0.215469001,0.384596329,0.466054194,0.631996439,0.457800257,0.929216023,0.913979293,0.883377775,0.915542671,0.590748384,0.617356482,0.725089231,0.632865044,0.326106823,0.3978526,0.517265601,0.384551764,1.930575132,1.95446303,2.05459847,1.969470972,0.03517552,-0.542636603,-0.52422739,-0.448039536,-0.512821049,0.87343627,0.866387048,0.833862191,0.862089623,0.8912179,0.88634467,0.854664018,0.880479051,9.859318568,9.864539096,9.86449401,9.864143992,1.744467411,1.755872842,1.789095269,1.761815866,10.4815105,10.36940562,10.20370249,10.38162961,2.724426317,2.711709432,2.727543077,2.720587252,Non-Tumor
971,P9 B12-21385-26109,464,12175,55646,1.16109848,5.306816101,29,0.026605505,86.93103448,0.07632311,1061,464,41,381,0.479487704,0.473313071,0.468182588,0.47214064,0.198621909,0.309673161,0.468719093,0.351539545,0.974934867,0.960895689,0.940810063,0.955632915,0.398212303,0.513178103,0.589174982,0.540617047,0.181737204,0.274452737,0.413142598,0.310075139,1.394218092,1.469150035,1.51851256,1.484040348,0.024987815,-0.689911105,-0.619351592,-0.572809506,-0.606311466,0.877370298,0.855781633,0.83939908,0.851552331,0.941351733,0.917354262,0.902182875,0.91149085,4.571995899,4.571259189,4.571255352,4.573537739,1.27069561,1.288713453,1.299187179,1.289197016,15.64955153,15.5281583,15.36906303,15.49525791,3.959167056,3.964173004,3.958453677,3.963561183,Non-Tumor
972,P9 B12-22760-3440,465,48588,117640,4.633712769,11.21902466,285,0.26146789,75.18245614,0.122240693,1062,465,162,382,0.161063634,0.155265275,0.154785231,0.17163116,1.708637174,1.99075823,1.970428063,1.24490198,0.791902953,0.757506339,0.759983245,0.848287307,1.107481185,1.163759105,1.163376861,0.995868031,1.271439395,1.46131469,1.443712989,0.950124308,2.767313998,2.816308189,2.815104806,2.66901705,0.090058537,-0.329044481,-0.299861451,-0.300499314,-0.389442579,0.814795593,0.793590567,0.794152538,0.851473732,0.75984628,0.743912375,0.743046315,0.790712112,5.974964228,5.975555451,5.97558327,5.978739441,2.152762944,2.162646636,2.164678508,2.12800101,14.71288841,14.42828621,14.448635,15.16640149,4.104765992,4.103976374,4.102744463,4.101429049,Non-Tumor
973,P9 B12-22944-25112,466,13704,94116,1.306915283,8.975601196,19,0.017431193,70.21052632,0.107700169,1063,466,14,383,0.501573589,0.495818903,0.490823824,0.493267532,0.105239196,0.17247403,0.302695308,0.228402761,0.989703873,0.983145998,0.970421159,0.977674364,0.301950478,0.3977686,0.49883706,0.456816524,0.097645686,0.155946409,0.269930774,0.203805429,1.244293466,1.308760121,1.369406923,1.343148729,0.015851855,-0.762270282,-0.700349862,-0.639541476,-0.665876651,0.885595218,0.869478075,0.85118548,0.859413466,0.95809798,0.939788668,0.920461888,0.928284562,4.90838103,4.914891107,4.914845061,4.914276751,1.169137125,1.194847136,1.206424048,1.200429938,20.33709675,20.29406753,20.1636197,20.23211498,5.110246035,5.114233074,5.113446,5.112341344,Non-Tumor
974,P9 B12-23055-29024,467,23043,267127,2.197551727,25.47521591,96,0.088073394,76.15625,0.107063411,1064,467,95,384,0.25918881,0.275971554,0.223743906,0.237182632,0.519568553,0.426651484,0.934188122,0.696935641,0.74192835,0.788143163,0.536130704,0.653457459,0.768953487,0.705299517,0.95719259,0.871293364,0.374856185,0.320298393,0.609812143,0.471142872,1.99586171,1.931965475,2.136527898,2.081800167,0.055379997,-0.272922774,-0.32800596,-0.150993208,-0.197669891,0.684026726,0.729053005,0.542887117,0.60558187,0.822292989,0.846022575,0.746592817,0.782275397,9.180851532,9.180466808,9.1804505,9.181809921,1.637781203,1.632061922,1.577860771,1.612795389,3.506972151,3.601078144,3.093604949,3.32527855,1.00683699,1.007620945,1.008056613,1.00644147,Non-Tumor
975,P9 B12-23537-5923,468,17689,31603,1.686954498,3.013896942,75,0.068807339,72.14666667,0.083682944,1065,468,114,385,0.595226457,0.583415459,0.575643728,0.592354361,0.638775174,0.808109044,0.953149387,0.653746901,0.847749343,0.807030528,0.772416455,0.844075691,0.611567207,0.670737086,0.711640274,0.620873506,0.568006994,0.710776771,0.833215942,0.579989634,1.34246951,1.388006888,1.417572043,1.350212219,0.034686555,-0.411891088,-0.357310865,-0.321097658,-0.402675499,0.708835043,0.673327953,0.648131221,0.703338822,0.899974054,0.887154961,0.878465882,0.897964508,3.164045283,3.161748243,3.161759754,3.163514439,1.097258823,1.11844538,1.133170708,1.10273696,7.752014907,7.567398197,7.422400176,7.731439946,2.103110127,2.092814272,2.103646481,2.10063748,Non-Tumor
976,P9 B12-25916-5462,469,54278,138838,5.176353455,13.24062347,121,0.111009174,66.80165289,0.099337681,1066,469,45,386,0.381037678,0.370370196,0.370306466,0.372038296,0.409524976,0.688216407,0.676484329,0.576416733,0.959552626,0.931993926,0.933144842,0.943036644,0.538261525,0.693955303,0.691371521,0.669710677,0.366655908,0.593822685,0.583340798,0.49485262,1.760287053,1.883981295,1.880959244,1.86393201,0.108420711,-0.630292548,-0.532584699,-0.536050538,-0.550872023,0.895977043,0.863966699,0.864852171,0.87067871,0.914419884,0.879220415,0.879887284,0.883285564,5.347719377,5.342377171,5.342427053,5.346016849,1.5470222,1.588024759,1.589453876,1.584681519,19.83972649,19.54746105,19.55935467,19.65874282,5.064192172,5.0656578,5.069503218,5.067383648,Non-Tumor
977,P9 B12-27373-27674,470,55056,278780,5.250549316,26.58653259,217,0.199082569,73.11059908,0.131828049,1067,470,89,387,0.214018674,0.196601315,0.179122421,0.184207772,0.40898361,0.537493249,0.806328608,0.693496151,0.855781542,0.810277373,0.715391305,0.755110094,0.712604739,0.799518337,0.931541028,0.886051172,0.289289043,0.359630294,0.508010174,0.442395952,2.074353019,2.161094087,2.262774997,2.230222309,0.029102091,-0.364125538,-0.295369559,-0.21516031,-0.240897262,0.776471803,0.726174679,0.64864229,0.676261144,0.832985867,0.799917026,0.750584482,0.767321835,9.092638574,9.094366971,9.094358338,9.093804519,1.769931242,1.764687104,1.717001713,1.732560848,5.262703522,5.128552055,4.859718325,4.970134317,1.419856049,1.419032502,1.422912857,1.42035625,Non-Tumor
978,P9 B12-29086-24068,471,22969,196797,2.190494537,18.76802444,108,0.099082569,70.52777778,0.122947978,1068,471,118,388,0.386165747,0.369050914,0.352262659,0.360504287,0.319601838,0.382271035,0.529378641,0.427984015,0.690938289,0.628612738,0.485686437,0.583764716,0.597384158,0.661539952,0.741534678,0.69686672,0.257436633,0.296856701,0.404106182,0.326639241,1.460349781,1.515058665,1.56964975,1.540284589,0.015077018,-0.282651309,-0.216498422,-0.152257697,-0.186785048,0.617811076,0.555005195,0.477687099,0.52171315,0.881448072,0.861845475,0.837789114,0.850508015,10.3688336,10.36898683,10.36897628,10.36908419,1.248906378,1.253737182,1.24233498,1.245314913,1.748604018,1.676282229,1.529161305,1.628413818,0.517163665,0.517582245,0.517805795,0.517149039,Non-Tumor
979,P9 B12-29972-10692,472,22925,105402,2.18629837,10.05191803,114,0.104587156,72.73684211,0.097303081,1069,472,83,389,0.363702488,0.363814862,0.345243261,0.359158242,0.727222469,0.739425061,1.239328653,0.80928337,0.912021275,0.910647368,0.850239234,0.902215604,0.704326801,0.679728953,0.872813157,0.755963197,0.626526437,0.64597211,1.028654186,0.684556785,1.898375928,1.883331394,2.025285021,1.936648325,0.049210732,-0.504000216,-0.517634863,-0.405658832,-0.475641678,0.849623827,0.855360412,0.802200426,0.837589781,0.87746082,0.884591987,0.836701016,0.863961356,4.89946093,4.906032092,4.906018662,4.905816716,1.595947312,1.591210551,1.640300617,1.60777602,15.80453249,15.81128647,15.31138419,15.74308742,4.131293078,4.138223488,4.134927355,4.136993479,Non-Tumor
980,P9 B12-30756-25977,473,38334,279232,3.655815125,26.62963867,131,0.120183486,81.58778626,0.128678994,1070,473,142,390,0.336020515,0.33384051,0.311150816,0.314946462,0.428377127,0.464158643,0.742169581,0.626855564,0.66399813,0.636468019,0.418722637,0.509191228,0.714509549,0.737704131,0.873626408,0.836525411,0.31038003,0.336299339,0.51899978,0.432878097,1.731005562,1.747768358,1.834219725,1.813853771,0.066768058,-0.212010457,-0.195313004,-0.106048061,-0.127538094,0.58024685,0.561275503,0.43094753,0.467940076,0.835953094,0.830853178,0.787070613,0.796552027,9.832989639,9.832608272,9.832610191,9.832172809,1.423226711,1.416661451,1.371419635,1.379013488,2.12146517,2.089438935,1.811409454,1.927522391,0.636690117,0.639242407,0.637694536,0.638665801,Non-Tumor
981,P9 B12-30770-23009,474,111436,318675,10.62736511,30.39121628,460,0.422018349,71.05217391,0.175226128,1071,474,74,391,0.28030321,0.283608945,0.244001944,0.248960977,0.421423543,0.425615454,0.796140981,0.651951595,0.521487754,0.515246842,0.093373281,0.258605497,0.712675216,0.714547858,0.917046579,0.854634287,0.28670082,0.293723213,0.468693822,0.393848753,1.744617196,1.74252996,1.869857373,1.852493554,0.047027316,-0.16226559,-0.16350198,-0.029326047,-0.048304119,0.515043095,0.516496345,0.232779068,0.29608482,0.821336551,0.823986768,0.733954133,0.759117764,9.856650955,9.856307455,9.856270043,9.856004377,1.437645644,1.434452098,1.315095315,1.374051865,1.339962345,1.330391984,0.960126224,1.106761664,0.441273128,0.439569225,0.44142663,0.441167801,Non-Tumor
982,P9 B12-31177-18166,475,22294,43669,2.126121521,4.164600372,68,0.062385321,83.42647059,0.105619792,1072,475,77,392,0.49166636,0.481714607,0.47584344,0.485266784,0.506561429,0.689570921,0.88156452,0.658529283,0.927894104,0.901992087,0.87470266,0.906383828,0.509729859,0.580432208,0.634466001,0.574041823,0.463602009,0.623479676,0.790595714,0.595449756,1.453202617,1.509155868,1.547849572,1.502107826,0.057453582,-0.589331197,-0.536813845,-0.499425028,-0.54399662,0.838945263,0.818750485,0.802389528,0.821303758,0.922441691,0.908276301,0.897341207,0.909457073,4.208027899,4.212987594,4.212987594,4.211971451,1.259375522,1.288029007,1.305624012,1.281780911,13.54289145,13.38141535,13.18942175,13.41017779,3.506212048,3.523595417,3.511298119,3.516884991,Non-Tumor
983,P9 B12-33745-16087,476,28928,71418,2.758789063,6.810951233,123,0.112844037,75.36585366,0.087714407,1073,476,45,393,0.605361501,0.596593567,0.598009605,0.605266402,0.51776942,0.829796602,0.777595087,0.541259527,0.926773442,0.88249537,0.889887259,0.923265507,0.524232988,0.615554204,0.598251146,0.54217642,0.471055085,0.744956037,0.70024899,0.4895003,1.273763629,1.337237611,1.326365693,1.281381719,0.065005534,-0.542335818,-0.466216083,-0.478482768,-0.528213915,0.782626395,0.746624684,0.752969614,0.776230322,0.918883571,0.900459648,0.903934367,0.91472985,3.776882728,3.772585691,3.772584731,3.769930101,1.075707783,1.100704446,1.096393027,1.077514128,13.62380195,13.29298617,13.34517382,13.56476897,3.536064052,3.522291538,3.523630413,3.518748708,Non-Tumor
984,P9 B12-3695-15824,1055,15271,34680,1.456356049,3.307342529,37,0.033944954,87.02702703,0.102262339,508,508,25,28,0.611151178,0.610407104,0.60566418,0.611384089,0.276597698,0.305580843,0.434725802,0.271120914,0.954235659,0.949379807,0.927987047,0.955042211,0.345048014,0.347171353,0.414250744,0.343103763,0.262416426,0.290364934,0.408776068,0.257154777,1.055130004,1.058868742,1.099182794,1.054034698,0.067262458,-0.686728935,-0.681630958,-0.630900818,-0.68702913,0.817928669,0.816032314,0.798644095,0.817563436,0.953725225,0.95353297,0.941692833,0.954013925,3.778258142,3.776913993,3.776862192,3.774988905,0.962988608,0.964949264,0.983284997,0.96319867,11.81077178,11.76765156,11.63806907,11.78982399,3.024944366,3.018552082,3.024781445,3.018697134,Non-Tumor
985,P9 B12-7286-14751,1056,43981,93515,4.194355011,8.91828537,188,0.172477064,74.93085106,0.111678618,509,509,96,29,0.323664319,0.314924198,0.313150549,0.324306784,1.459518089,1.791845294,1.85226598,1.362262603,0.843812166,0.808268486,0.801806149,0.854353636,0.838930105,0.911903532,0.925390418,0.836435629,1.239262157,1.49661119,1.540863522,1.153476828,1.978402094,2.03258109,2.043738196,1.974615652,0.224554563,-0.438651805,-0.396637295,-0.38773121,-0.443015541,0.819240313,0.796419846,0.791230687,0.821581469,0.84831667,0.830565964,0.827008053,0.848282358,5.449073366,5.452046687,5.452091773,5.45399635,1.680187623,1.703724943,1.709093483,1.68017128,17.2296734,16.89932489,16.83906681,17.34415685,4.671133787,4.67488009,4.67253763,4.677518814,Non-Tumor
986,P9 B12-7917-18432,1057,35446,65116,3.380393982,6.209945679,145,0.133027523,71.87586207,0.106941274,510,510,103,30,0.671241313,0.65940291,0.660873152,0.672017288,1.10250176,1.472089068,1.419015561,1.081790218,0.830578951,0.774164745,0.782302869,0.833842398,0.540344093,0.614625451,0.607357598,0.5486789,1.010124844,1.32802539,1.282043975,0.989491196,1.03784107,1.085987279,1.080674672,1.039723528,0.090115714,-0.43019843,-0.359769684,-0.367761405,-0.428299877,0.658649732,0.615645145,0.620925954,0.657742147,0.913543889,0.897514121,0.899151641,0.912224284,3.486477335,3.489597972,3.489559601,3.487649976,0.90495164,0.935435871,0.931260266,0.904086129,11.91242579,11.56474415,11.61758663,11.9394632,3.254870254,3.257622522,3.25978956,3.254812394,Non-Tumor
987,P9 B27-12460-16377,1058,40186,31262,3.832435608,2.981376648,142,0.130275229,77.09859155,0.086053298,511,511,92,31,0.790494474,0.783056733,0.784152078,0.791547161,0.901164414,1.163709985,1.14016045,0.88058391,0.827661278,0.77690502,0.781422506,0.831245084,0.385094986,0.416343524,0.424154431,0.37518316,0.852362041,1.093362842,1.070667119,0.834375097,0.688066135,0.71152004,0.712376158,0.683586615,0.067843802,-0.444707135,-0.389111661,-0.387108068,-0.453640137,0.570359123,0.53960729,0.538478909,0.57511954,0.942919854,0.935871942,0.935161048,0.944662918,2.991710218,2.98944017,2.989446885,2.990178899,0.611807618,0.630748147,0.629411732,0.608945265,9.55689615,9.268612571,9.292269687,9.555515002,2.614731577,2.613227974,2.613835196,2.61443222,Non-Tumor
988,P9 B27-14462-34695,1059,44904,186078,4.28237915,17.74578094,104,0.095412844,71.09615385,0.14205741,512,512,91,32,0.186034301,0.183470357,0.162944411,0.168654192,0.57291029,0.65303552,0.956048352,0.789164843,0.79316827,0.76371359,0.654084277,0.714963473,0.771048083,0.801418077,0.919422777,0.871306938,0.433928946,0.495892378,0.695306969,0.57553861,2.147510633,2.173996505,2.28802978,2.246868465,0.07489811,-0.357484,-0.336585201,-0.249287535,-0.281469751,0.779360537,0.765007483,0.692099143,0.721899902,0.831316411,0.824143655,0.782099354,0.797254759,8.695146073,8.698102818,8.698071162,8.696252716,1.836628222,1.840621809,1.846631399,1.847634328,4.966935686,4.874313211,4.571492307,4.748018447,1.383517612,1.379069797,1.376274603,1.38009919,Non-Tumor
989,P9 B27-16009-8612,1060,33920,74326,3.234863281,7.088279724,132,0.121100917,76.79545455,0.091137577,513,513,49,33,0.49983737,0.500009199,0.490008558,0.505550243,0.991589702,0.998283836,1.337124115,0.785322677,0.88116322,0.880388683,0.839786429,0.905796094,0.63434675,0.601399821,0.712285114,0.574610101,0.891511285,0.90536794,1.184713428,0.712990787,1.466567267,1.452322295,1.51963828,1.425738407,0.085530791,-0.502108057,-0.516969958,-0.44828957,-0.542473284,0.791151833,0.798011915,0.764501672,0.808750243,0.897430524,0.904353665,0.880600745,0.909472474,4.435040899,4.43630287,4.436252028,4.43185105,1.268835175,1.264192694,1.296399273,1.25109918,15.6966729,15.69382702,15.35463395,15.88748048,4.172038257,4.170729071,4.170674055,4.165969198,Non-Tumor
990,P9 B27-17480-8356,1061,34214,61719,3.262901306,5.885982513,199,0.182568807,73.36683417,0.107309485,514,514,107,34,0.632289237,0.623816746,0.62050755,0.637773723,1.539534043,1.846960164,1.954110592,1.386405026,0.756232641,0.706895646,0.689891166,0.779629123,0.68552013,0.733589096,0.747992598,0.664407019,1.362835583,1.616284433,1.703584147,1.23232649,1.196244114,1.226308845,1.236148905,1.177365189,0.194479106,-0.325537663,-0.280162651,-0.266509925,-0.346758056,0.610048008,0.574138127,0.562415602,0.624374974,0.881591399,0.869904558,0.866177516,0.886448293,3.517852634,3.513851623,3.513851623,3.511028174,1.009601931,1.027291637,1.033955378,0.997274064,11.09162354,10.75577058,10.64862015,11.1960651,3.159661015,3.148689546,3.152449496,3.145504777,Non-Tumor
991,P9 B27-19851-11325,1062,9155,44745,0.873088837,4.267215729,44,0.040366972,75.63636364,0.082430797,515,515,36,35,0.824328816,0.818755766,0.819659919,0.822013469,0.323871549,0.463948559,0.441177007,0.366554313,0.90933359,0.87044964,0.876807465,0.897731597,0.216475743,0.258527901,0.252076204,0.23630397,0.315186017,0.448680777,0.427155724,0.355645488,0.551627973,0.579404072,0.574941102,0.564563643,0.059313832,-0.631264739,-0.565260736,-0.576654073,-0.605202737,0.632612142,0.606576612,0.611189114,0.622476591,0.972498243,0.96558951,0.96674227,0.969396686,2.78825619,2.790401567,2.790401567,2.791472821,0.50402427,0.522129929,0.519035965,0.51164565,6.819707402,6.698007849,6.720779401,6.80192112,1.792166885,1.784001036,1.796581069,1.791924152,Non-Tumor
992,P9 B27-19974-33573,1063,5252,12335,0.500869751,1.176357269,10,0.009174312,92.9,0.080025527,516,516,0,36,0.931377666,0.932009439,0.929750546,0.930667599,0.046208336,0.060411093,0.134689637,0.09224068,0.972583429,0.963734237,0.919323017,0.944917367,0.073866297,0.091770014,0.119280932,0.108088783,0.045865478,0.059849805,0.133153726,0.091261605,0.230623622,0.234389775,0.248469238,0.242899095,0.01510439,-0.78714341,-0.754108037,-0.670083196,-0.710637252,0.511319712,0.499275006,0.477366426,0.489253875,0.993076133,0.991105713,0.987593214,0.989108728,2.339102481,2.334757555,2.334783455,2.336419564,0.218214622,0.218289042,0.226894044,0.223025261,3.32134165,3.26818336,3.194042879,3.249925222,0.84762942,0.838515511,0.850033963,0.84762942,Non-Tumor
993,P9 B27-20395-30971,1064,33369,220646,3.182315826,21.04244232,104,0.095412844,72.77884615,0.11620017,517,517,111,37,0.233905004,0.216501017,0.204308832,0.207084926,0.549240366,0.813340995,0.942661503,0.864953171,0.813728546,0.724767303,0.681004843,0.706827824,0.750932265,0.857604236,0.927440335,0.899806327,0.417053667,0.604235488,0.668421266,0.616856748,1.992624335,2.087983972,2.141601876,2.122816402,0.038440223,-0.334720128,-0.256320175,-0.211575285,-0.227103943,0.742475425,0.67740575,0.630573075,0.647693966,0.834587973,0.80121121,0.773447102,0.782077048,9.242412272,9.241010283,9.241005486,9.243147802,1.703967253,1.712478493,1.686914554,1.695114041,5.347948269,5.096854227,4.96752452,5.035696574,1.473606171,1.478207455,1.47681912,1.475128807,Non-Tumor
994,P9 B27-20913-9107,1065,31966,169292,3.04851532,16.14494324,136,0.124770642,81.01470588,0.115896962,518,518,95,38,0.456646072,0.446844154,0.443133524,0.448238465,0.672754958,0.873796215,0.978872665,0.807546408,0.946373888,0.930404808,0.922034093,0.935652624,0.44507077,0.552586323,0.593644519,0.552026227,0.630072634,0.801625853,0.890412755,0.739503046,1.312753406,1.379299592,1.401538284,1.375035276,0.144511337,-0.658049858,-0.590964755,-0.568622031,-0.594885825,0.850999088,0.828220183,0.819547302,0.8295052,0.934915089,0.914409963,0.906137017,0.914441929,5.489346765,5.494999717,5.494953671,5.492180805,1.207927136,1.241786528,1.249112812,1.23483652,24.41779213,24.23641068,24.1311611,24.29158193,6.274119197,6.271796514,6.274682223,6.270477468,Non-Tumor
995,P9 B27-21147-30384,477,70395,279713,6.71339035,26.67551041,252,0.231192661,76.02380952,0.11923639,1074,477,138,394,0.286554005,0.261116323,0.248690075,0.256109952,0.32621396,0.422295363,0.515164887,0.442895484,0.824418969,0.771707095,0.721577024,0.761436593,0.63301838,0.717555555,0.775512496,0.736276273,0.246177806,0.296946837,0.351977692,0.305425458,1.774389878,1.860913606,1.909796137,1.877447254,0.059522455,-0.345317545,-0.263720229,-0.217741812,-0.248914252,0.723558258,0.657152534,0.611141815,0.64338429,0.862433032,0.829245181,0.807983645,0.821339577,9.942203951,9.943340678,9.943314778,9.940854363,1.535497646,1.54451939,1.535344197,1.541638595,3.389298956,3.277295764,3.184682312,3.269879036,0.933958639,0.92528655,0.935474216,0.933661111,Non-Tumor
996,P9 B27-22893-27985,478,91107,290130,8.688640594,27.66895294,266,0.244036697,74.36842105,0.16147338,1075,478,171,395,0.364011175,0.359847188,0.341325435,0.346260712,0.355937423,0.382837014,0.520031349,0.451124051,0.534167059,0.497227275,0.317061769,0.407351464,0.657040155,0.678709749,0.769595044,0.73280095,0.267231556,0.285065503,0.374510502,0.32523478,1.567266376,1.58553636,1.649312624,1.628275161,0.039902253,-0.195610727,-0.171138615,-0.097657044,-0.121918062,0.536810269,0.506824603,0.39469701,0.436563303,0.856313383,0.849955009,0.821478482,0.831250968,10.10286522,10.10206333,10.10207196,10.10293026,1.307647388,1.304092885,1.281043225,1.294046298,1.17223775,1.140052983,1.002874153,1.07126062,0.382176169,0.380163306,0.380428911,0.380166605,Non-Tumor
997,P9 B27-23402-16368,479,27868,40122,2.657699585,3.826332092,253,0.232110092,68.61264822,0.063931671,1076,479,82,396,0.57961237,0.570027984,0.565767266,0.576988618,0.965975262,1.291090815,1.371571149,0.943920827,0.858369226,0.811091626,0.799314996,0.862225325,0.676120388,0.738885664,0.763874751,0.683105972,0.856283041,1.133251002,1.19673994,0.832778043,1.446983357,1.496089336,1.51330294,1.455298762,0.073266278,-0.426977629,-0.376286739,-0.357784954,-0.423829256,0.737717974,0.707402154,0.694923906,0.736886524,0.88744332,0.873834577,0.868089032,0.885302447,3.661754522,3.665959033,3.665959033,3.670873569,1.170233002,1.191822105,1.202198303,1.176441273,12.67471275,12.37778534,12.297305,12.75845488,3.413717823,3.412725377,3.419834175,3.424659481,Non-Tumor
998,P9 B27-24181-31257,480,10190,49504,0.971794128,4.721069336,44,0.040366972,69.81818182,0.155229341,1077,480,21,397,0.664709504,0.663231165,0.6584089,0.662189521,0.211254094,0.280000499,0.417924851,0.289884113,0.968810605,0.95859352,0.938217656,0.957134994,0.322751745,0.35634117,0.438294079,0.39383983,0.200535242,0.265064913,0.390057521,0.271224774,0.96070507,0.980175499,1.023926402,0.995541587,0.023590343,-0.688239939,-0.659772949,-0.598305586,-0.638455016,0.797462698,0.787443388,0.765071987,0.780205567,0.957189299,0.95167396,0.937004042,0.944532832,3.680034701,3.675993174,3.676027708,3.676547388,0.866155969,0.872786867,0.887936223,0.875537821,13.33440581,13.24141328,13.10364944,13.22934461,3.389899292,3.390794041,3.397772423,3.393696321,Non-Tumor
